Ing	Ing	34671610383905124758921195	72417741144819215074467386	3234	2012-04-12 00:00:00
Bzwbk	Pekao	35035859951155947856667603	51041303150180502549195194	3068	2011-10-20 00:00:00
Bzwbk	Bzwbk	07673213384480233369505412	12569560965778772271688518	1628	2012-03-02 00:00:00
Ing	Pekao	47011610977897716856728837	06330401239431688043738627	4975	2013-11-10 00:00:00
Nordea	Bzwbk	25291845465728754124399473	09677128869475861123259844	895	2010-08-17 00:00:00
Ing	Ing	23268188596944401504657871	40498320045912973642888582	3780	2012-07-13 00:00:00
Pekao	Nordea	04654866735037349424748103	53629169163810462486154480	4610	2013-07-10 00:00:00
Bzwbk	Ing	76554503304344357003191243	41091395825083071571418963	552	2014-07-21 00:00:00
Nordea	Pekao	74753111823803850061723854	29230275200729712476675679	3510	2010-07-18 00:00:00
Ing	Bzwbk	10519988294111518437745080	88536612557817305273651571	900	2012-07-21 00:00:00
Nordea	Nordea	12754390038380950493547922	54369642098025273769926011	2402	2014-05-14 00:00:00
Bzwbk	Bzwbk	78657227473328600792318193	33273588733307987993312263	2208	2011-03-05 00:00:00
Pekao	Ing	94605549847384402766225481	59100103941378681305199005	657	2010-06-29 00:00:00
Bzwbk	Pekao	69681139478453459999803114	20601041342591381128427300	865	2010-12-07 00:00:00
Bzwbk	Nordea	51655778334589499230750818	29022009997878129475499271	3650	2013-07-28 00:00:00
Ing	Ing	03917364781035805205585651	63308414069794044484305939	3010	2013-12-18 00:00:00
Ing	Nordea	60273667307969952182640307	07674687437850377375243538	4264	2013-04-01 00:00:00
Ing	Nordea	70108665815600846745789776	55630461173391945516644978	1612	2014-11-09 00:00:00
Bzwbk	Nordea	27813211194000980137363335	09106626333590808404167538	1677	2012-09-24 00:00:00
Pekao	Nordea	05645871190388465551292782	84415771107887186081266929	2767	2014-05-23 00:00:00
Pekao	Pekao	62128629379425663967803229	70175959199782578165555029	2975	2013-03-18 00:00:00
Bzwbk	Bzwbk	29688999185108247661411116	64141454304017833829672083	2981	2013-12-08 00:00:00
Pekao	Nordea	71084723577606542065820729	19911688832203843662230200	2111	2011-07-17 00:00:00
Pekao	Nordea	88402555243508282299263841	06896014093206476000630570	2921	2010-11-18 00:00:00
Nordea	Nordea	09155515873724682492244038	44662160048477816023759470	3433	2014-08-18 00:00:00
Nordea	Nordea	88540270682521241987231848	90951912714082961335015175	486	2014-11-18 00:00:00
Nordea	Ing	25467922611633930911675274	97858760973570503596021841	885	2013-09-02 00:00:00
Ing	Bzwbk	32402820431339342052156402	14669061284616591621667888	736	2015-01-15 00:00:00
Bzwbk	Ing	85850997748306275958971402	86478711854246187532153928	1768	2012-02-14 00:00:00
Nordea	Bzwbk	99134570330502886225871060	70334504226296657479203666	482	2015-02-21 00:00:00
Pekao	Bzwbk	24181737670844595143683963	67777676890454680875247075	209	2011-07-16 00:00:00
Bzwbk	Nordea	32312270509931865815968841	01107914334881740818343812	1122	2013-08-01 00:00:00
Ing	Nordea	92745701694398985279975606	58573943216991800455104676	4512	2012-04-04 00:00:00
Pekao	Bzwbk	26170481158558667162609600	44449076260455097419075464	2548	2011-04-08 00:00:00
Pekao	Bzwbk	37165699377688959536126354	10799748480047556297310158	2280	2011-09-27 00:00:00
Bzwbk	Ing	80108105913791040491505544	71096405672828426434962606	3750	2013-03-12 00:00:00
Pekao	Nordea	76756533859496442122063411	05093909288262856769474105	1870	2014-10-10 00:00:00
Bzwbk	Bzwbk	34123345829104936594935967	17209870641558270275644385	1515	2010-10-23 00:00:00
Pekao	Ing	19091652627304985200011322	11639238515599066529706691	2427	2014-08-11 00:00:00
Pekao	Ing	50977684453259188292003560	35040384885488045122795184	473	2015-06-12 00:00:00
Ing	Bzwbk	87564063339594113243016422	33309664962113257065375718	1592	2012-08-17 00:00:00
Nordea	Ing	09610317393439554921014458	79676802542528068646368218	4839	2015-03-10 00:00:00
Bzwbk	Nordea	73842626206244130296314280	85003579286099018523911380	2863	2011-08-14 00:00:00
Bzwbk	Ing	15686627751704522692961390	40737233636904622667194997	1318	2014-12-15 00:00:00
Bzwbk	Bzwbk	72533951293894781625557356	19568493501020524297734023	2910	2013-10-07 00:00:00
Pekao	Nordea	13151767565198586703292154	88855357894592529690982572	2610	2011-04-28 00:00:00
Bzwbk	Nordea	94110069890116105307879952	44962722536845337395747761	4810	2013-09-25 00:00:00
Nordea	Nordea	53151575191629908479544950	05972001683742691366667383	3992	2015-01-27 00:00:00
Pekao	Nordea	21081915264715021700425303	93476891806918274366505366	3628	2014-07-17 00:00:00
Bzwbk	Nordea	24057780715958070615277816	48870000667482385584085257	1139	2013-03-02 00:00:00
Bzwbk	Nordea	15562403019149513057814219	75525225941050783654445622	3079	2015-03-31 00:00:00
Pekao	Pekao	06912536587679800034590876	64298023199384242050855446	2858	2014-12-08 00:00:00
Pekao	Bzwbk	84160458835963479071821692	78188522490299263071964863	1702	2014-02-02 00:00:00
Nordea	Ing	40524676779407485661891809	83042258719656125945635781	91	2015-06-30 00:00:00
Bzwbk	Bzwbk	28586148462469292981096424	52482512392324077525764327	3090	2015-07-01 00:00:00
Bzwbk	Bzwbk	09221626236462462797402101	76970545120717978411523026	4545	2012-02-03 00:00:00
Nordea	Nordea	05970198574309011556276180	95538542401595184030014014	4458	2013-11-01 00:00:00
Pekao	Pekao	00287902432899850056043368	70704148311136927511411640	3798	2013-09-01 00:00:00
Nordea	Bzwbk	76578291053803057386977771	43580645727329348747074642	4170	2013-05-05 00:00:00
Nordea	Nordea	37098977561473568730924893	00699380076294518863634169	3816	2010-11-19 00:00:00
Pekao	Bzwbk	16131958616786638958957451	66665392649452359011860061	4225	2010-11-28 00:00:00
Nordea	Ing	11696893920537592334243562	33956932819426593395843786	204	2011-11-27 00:00:00
Ing	Nordea	68671234633601084971782005	14802796631382819697938587	1778	2010-09-16 00:00:00
Ing	Bzwbk	55866651956066446601526950	36863156318756208535304818	330	2014-07-10 00:00:00
Bzwbk	Bzwbk	64398053923245933691484306	07310543819197033752804612	1661	2011-04-04 00:00:00
Ing	Pekao	73800820897288067316200478	77936073690192672364637462	1745	2010-07-18 00:00:00
Nordea	Bzwbk	59734210505365521654894877	21395639239668711660991167	4124	2010-11-12 00:00:00
Bzwbk	Pekao	81648670966589621340666881	67202275486900888441812798	2462	2011-05-13 00:00:00
Pekao	Ing	74257669978447348622418713	63545140911382309090035640	1868	2014-03-18 00:00:00
Nordea	Pekao	57654349245270381257984288	12288043832660420538107533	1259	2014-11-25 00:00:00
Nordea	Nordea	27624761164647319555536788	07157541252088082669807870	1253	2014-09-27 00:00:00
Bzwbk	Nordea	83918367905991357997657001	99992866682436211776775599	4613	2014-07-27 00:00:00
Pekao	Bzwbk	32268174679772254235244393	43234930343243525319035103	2249	2013-09-26 00:00:00
Ing	Nordea	35878646413304697227009902	03070213045745061010143379	3280	2014-06-29 00:00:00
Nordea	Nordea	56368666066102742407773887	00506004566860799049174019	1162	2014-03-25 00:00:00
Pekao	Pekao	20724705610960560747998834	96364872847420541781885032	2767	2014-02-25 00:00:00
Bzwbk	Ing	17229808429621421964314709	26012221545185221210694631	1064	2014-04-29 00:00:00
Ing	Ing	73035106372074069691021926	93324704475100798491465249	4956	2012-08-13 00:00:00
Ing	Pekao	06510191621259202186931370	01370752088649180672321530	3928	2013-08-28 00:00:00
Bzwbk	Ing	34742490789247284166840256	47807491173361594014240364	4738	2013-12-26 00:00:00
Pekao	Nordea	47845959216052354514418000	13965337533383013770529967	3559	2012-11-24 00:00:00
Ing	Bzwbk	92297447295627869107742813	95930079342369368171437597	4027	2013-02-18 00:00:00
Nordea	Pekao	07594834988958333365131600	99673434728585244892220032	4783	2012-04-20 00:00:00
Pekao	Ing	13658848471446011485036836	87786310110696477633562096	2967	2013-02-13 00:00:00
Nordea	Pekao	73868120606172359044212595	91156808472425757705511129	747	2012-11-22 00:00:00
Ing	Bzwbk	13603621180381986248966354	40800263858697936773245348	1536	2014-08-31 00:00:00
Nordea	Ing	15562582130776423903786096	11045624583850058959978123	4969	2012-02-22 00:00:00
Ing	Pekao	41384764617745215953032064	06439212732981963301036622	2431	2014-02-18 00:00:00
Ing	Bzwbk	92192107903255279850344989	43697174296498849601568677	1656	2013-10-05 00:00:00
Nordea	Ing	13581026600225032049719489	74840204516044612393864265	4104	2011-10-03 00:00:00
Pekao	Bzwbk	78040023881071798715026965	40096849254760208302111665	4120	2013-01-05 00:00:00
Pekao	Nordea	91421746128126781410130428	34294313578339140891863391	3355	2012-09-18 00:00:00
Ing	Pekao	44510924032740909081296324	10609039699673140080418532	2189	2010-12-04 00:00:00
Bzwbk	Ing	02472958279414539133597864	19911679361266258706669783	886	2015-07-16 00:00:00
Bzwbk	Nordea	95046177580626218175609107	98502277832250886670793406	2091	2010-10-28 00:00:00
Nordea	Nordea	83859481924689589866768333	99940052839737789629911146	3683	2012-04-26 00:00:00
Pekao	Pekao	03144265824140602825998711	33788046587954728654793192	809	2011-07-15 00:00:00
Bzwbk	Ing	14154238270337747323776012	73406868324326154473170457	2488	2013-12-21 00:00:00
Pekao	Pekao	84370315942126535040621222	80939481830449001123566344	1812	2011-03-12 00:00:00
Bzwbk	Bzwbk	70630575066482081316496000	87145852112098649356414840	98	2012-03-25 00:00:00
Nordea	Ing	76735397036079519513290924	45723955763766916032868942	4829	2012-03-24 00:00:00
Ing	Bzwbk	61858119397065219829430306	96777806839056576180675591	4749	2011-07-15 00:00:00
Ing	Pekao	38204511426299078192647785	09201765775254340599806973	3465	2010-07-11 00:00:00
Bzwbk	Ing	85814285294096323156592418	96922377708500680454924838	4068	2011-05-12 00:00:00
Pekao	Pekao	75834063259612283370406878	78621941028635474208417314	2503	2013-02-19 00:00:00
Bzwbk	Pekao	86680663760402929079257647	83502074643389726148054973	2056	2012-05-29 00:00:00
Ing	Bzwbk	42290427276396565861720961	57385397213529624497414891	3336	2011-03-20 00:00:00
Ing	Nordea	16123388543234244205654869	87424941700901300802632706	4343	2015-05-22 00:00:00
Nordea	Nordea	54513544143948161341816567	42546189862873672678634713	3640	2013-07-01 00:00:00
Nordea	Ing	41480561187711594326050907	81088335373813015848570393	313	2014-08-12 00:00:00
Nordea	Ing	75914827513044677661958914	11106855504699965028039937	1925	2011-10-31 00:00:00
Pekao	Ing	18169997164545985306722087	34711686364447927004820445	2269	2012-01-09 00:00:00
Ing	Bzwbk	05861725599487823418374429	49133763704926214386279079	3724	2011-12-20 00:00:00
Pekao	Ing	69313412341627407732461316	56790634934915048737587723	943	2012-07-31 00:00:00
Ing	Bzwbk	78989068554342881585710830	31780672550549475844847061	2728	2012-04-16 00:00:00
Nordea	Ing	76681496516575272861910513	91836293058780428693795652	1297	2010-11-01 00:00:00
Bzwbk	Pekao	94560675772445356859566246	76062841984980047561573388	3120	2010-07-18 00:00:00
Bzwbk	Pekao	34373248051540365070481916	21036737166116319869112182	3224	2010-12-14 00:00:00
Pekao	Ing	75434669287941696939062822	15198536616224470329285251	693	2012-07-06 00:00:00
Ing	Bzwbk	30035114183016754247943596	30398461965801193872034209	3070	2010-12-07 00:00:00
Ing	Bzwbk	44865498011993061061259058	65960983261003030828790622	4241	2012-06-16 00:00:00
Bzwbk	Nordea	88847068483010613519209518	71642385053239356477070771	2527	2010-11-30 00:00:00
Ing	Ing	21883393510592601811167458	47909613542699368359754699	4400	2013-09-04 00:00:00
Nordea	Bzwbk	99633258235234661848285838	60822000139083401221240938	3809	2012-10-07 00:00:00
Nordea	Nordea	04137056400142332610031735	26109846969010270001799173	2849	2011-07-27 00:00:00
Nordea	Ing	83723027953016826324073316	17279366622350923169949628	270	2013-01-10 00:00:00
Ing	Ing	81193078452504406037258327	26685418754282814716555335	248	2015-02-13 00:00:00
Ing	Ing	02337758016973269532090002	61613495154174247978423958	2057	2015-04-06 00:00:00
Ing	Ing	39122251328819127178995113	28387555669318228280582067	2804	2014-08-22 00:00:00
Bzwbk	Nordea	90430090785433635240966032	07353297551392284437569567	368	2011-06-15 00:00:00
Bzwbk	Ing	79334970161425681112171116	66387850282164120139129873	4922	2013-01-27 00:00:00
Bzwbk	Bzwbk	50982282163929127695709797	25475033902009810572109912	2033	2014-07-10 00:00:00
Ing	Ing	87402849283025891976066030	76255532565902595364462079	968	2012-08-17 00:00:00
Pekao	Bzwbk	57214610776387002418501023	86041751753413918180874696	787	2013-09-10 00:00:00
Pekao	Ing	08561807592597704672893191	25114551422816053256921799	2659	2011-06-08 00:00:00
Ing	Pekao	38153796553579734765122615	22934243233681295907862969	2791	2012-01-18 00:00:00
Pekao	Bzwbk	40055474771110474079431625	37690659921782164238863888	1640	2014-12-15 00:00:00
Pekao	Bzwbk	08183290977646112562588883	46747118518374921975817513	829	2011-06-19 00:00:00
Pekao	Nordea	63103908225055610387133680	34392249443043767958102062	569	2011-11-23 00:00:00
Bzwbk	Ing	50305136552035612898504531	08322309880479161148235891	4061	2013-10-19 00:00:00
Nordea	Pekao	37567641432290377180078921	58624206613227386389589587	1929	2011-05-04 00:00:00
Nordea	Pekao	16695361541801241348062040	35691471909279558354883472	2454	2012-04-13 00:00:00
Nordea	Pekao	90536459146361821496525884	02522181804637294020829519	1763	2014-10-29 00:00:00
Bzwbk	Bzwbk	68657514348244538851135745	76829022221460138558762807	689	2013-08-05 00:00:00
Ing	Pekao	86238118551589113241498501	68139114460933526779796496	1957	2013-09-25 00:00:00
Bzwbk	Pekao	61887265371693345138151317	04616435425736682541864403	1895	2013-03-31 00:00:00
Nordea	Pekao	75194692281172480877723369	09402128693310344004783735	364	2011-12-02 00:00:00
Nordea	Bzwbk	68427356082508854477643732	11156668601769543524059392	958	2013-03-22 00:00:00
Bzwbk	Nordea	86247941354159127468822075	82627641824548181884759319	1700	2011-08-09 00:00:00
Nordea	Pekao	47531710251887309819869041	28333184942828289309073494	2467	2015-06-20 00:00:00
Pekao	Ing	93774994368299479705370660	41548381802689238111006037	1108	2015-01-15 00:00:00
Bzwbk	Ing	96231044899753804539129885	59455014946605344393572924	1154	2010-09-20 00:00:00
Nordea	Pekao	87664555403486143474757868	49874200372810409308174284	1091	2012-07-21 00:00:00
Bzwbk	Bzwbk	03297050577504733152797647	77755808970747609227043400	3745	2012-03-10 00:00:00
Pekao	Bzwbk	16066503720285140267766043	67243445918132449780428921	3678	2012-08-15 00:00:00
Bzwbk	Bzwbk	35500128303857260598422691	39483120093189031458331683	2455	2012-03-13 00:00:00
Nordea	Pekao	30138098344726563287070181	08088097809651907967318673	3320	2010-07-11 00:00:00
Nordea	Nordea	63599470085647474777789914	17894049343191818222299339	3074	2010-11-15 00:00:00
Pekao	Nordea	63735753911442439437596067	92175649765073488978807599	116	2010-07-05 00:00:00
Bzwbk	Bzwbk	25767788212649547887926062	79845856239083851763292507	2507	2010-11-27 00:00:00
Pekao	Bzwbk	10996049998540861479584094	20862487452439348531233211	4844	2012-01-10 00:00:00
Pekao	Pekao	85259027303647652361751996	72965410011034119358945709	1172	2012-12-31 00:00:00
Ing	Pekao	95242622987595375420206574	17271669157684111327625793	937	2014-08-05 00:00:00
Bzwbk	Bzwbk	82996685402609937985880933	98815788762610096196286977	2580	2010-12-22 00:00:00
Pekao	Bzwbk	79919536962448213018848299	71118486087420730237479738	2460	2013-09-07 00:00:00
Pekao	Ing	92317208258886874487005369	25914897947702215723406942	3768	2013-01-17 00:00:00
Nordea	Ing	15879489490198163074549470	24189613820672128156353329	30	2014-03-14 00:00:00
Bzwbk	Pekao	89653992385039608673523679	17717609242667708421166447	4472	2013-03-19 00:00:00
Nordea	Pekao	52659848142090372729954494	57412600475827296553317946	1733	2011-04-25 00:00:00
Nordea	Nordea	75972552630250856134470998	60405654255932755652924618	767	2010-07-02 00:00:00
Nordea	Bzwbk	26950749476837173967179243	69358976383952923787258516	2560	2012-08-22 00:00:00
Pekao	Nordea	08477160468970632444488323	61108424778057814658175250	628	2014-05-16 00:00:00
Ing	Pekao	19100545594847238519662418	41858576045775113108108367	204	2012-04-07 00:00:00
Ing	Nordea	11577820269090768717674314	37335911555788548531173405	3725	2013-02-13 00:00:00
Nordea	Ing	97361625479198752009221899	92538294241831530793323213	2757	2010-06-20 00:00:00
Nordea	Bzwbk	62765626900861563337838139	55792252314761155398317509	3591	2014-09-10 00:00:00
Ing	Bzwbk	61346250680783384156153751	56381933810784005656149333	724	2012-08-10 00:00:00
Nordea	Ing	27185847968714452873060062	90060474067348470379326974	2528	2013-04-05 00:00:00
Ing	Ing	03660139373639637794993563	68740959714061180077406882	4572	2014-05-16 00:00:00
Bzwbk	Bzwbk	06191075429630315971821837	88618581436129856513360819	1563	2011-03-15 00:00:00
Ing	Pekao	09742631892448260536722557	94287983726835989641651003	4186	2014-10-11 00:00:00
Pekao	Bzwbk	23861956990125009912879251	30421841699548880894166411	2715	2014-10-12 00:00:00
Ing	Bzwbk	00545005526717190144230703	19730109310534433631770753	4742	2013-11-24 00:00:00
Nordea	Ing	75798429081247249857099043	95380864246110043514935318	2254	2015-05-29 00:00:00
Pekao	Nordea	56766555751725948787565648	04690728185705553827989875	1407	2011-10-26 00:00:00
Nordea	Ing	04911175187434441907219264	69157255241745204664835478	2152	2014-02-02 00:00:00
Nordea	Ing	70846475746049829244442736	25346795753952705585149052	4920	2011-09-30 00:00:00
Ing	Nordea	42371192112781913906273968	74763935424717605828032261	1129	2012-08-28 00:00:00
Pekao	Bzwbk	60693034445833276767301156	88325915747306831609947655	4197	2010-06-22 00:00:00
Bzwbk	Bzwbk	31685362502957767936990950	57407609841629343286521797	2942	2011-09-04 00:00:00
Nordea	Bzwbk	80316248974358583416325670	85366194194343814688289373	1581	2014-07-12 00:00:00
Nordea	Nordea	08557364853034166400882888	98069833856379899615440139	4821	2013-12-03 00:00:00
Ing	Pekao	39267793832647056026018856	23579291035896860670684840	3304	2010-10-26 00:00:00
Bzwbk	Bzwbk	35114004680396277971584121	50486282658217921792733079	648	2014-01-28 00:00:00
Pekao	Pekao	94410835007284707858913671	03263175971473829245070262	4362	2011-05-27 00:00:00
Nordea	Nordea	07717498923665350920197212	20239919671530849955707293	3916	2012-06-15 00:00:00
Bzwbk	Bzwbk	10104952865345685345226077	64129455995765889836191129	3782	2013-01-07 00:00:00
Nordea	Ing	81930273005717857376864287	06630008740644928841182337	1741	2012-09-24 00:00:00
Ing	Ing	26276431166956294518376768	65233026825641127528848988	4127	2011-06-03 00:00:00
Bzwbk	Nordea	91404188797367980471070905	79262548343205523201519684	73	2010-08-26 00:00:00
