Nordea	Ing	25605437671045077658499600	33095323325142913331641934	3079	2011-10-16 00:00:00
Nordea	Bzwbk	64350040067287118261282563	84910600590651919561434237	2217	2013-12-16 00:00:00
Nordea	Ing	20727961018511712116520979	48496839708627899019597121	3322	2011-05-02 00:00:00
Bzwbk	Nordea	01098484860502137358385307	73503746277192439284063507	333	2013-12-30 00:00:00
Nordea	Ing	37257807487320304654330834	57009050189192849428647699	312	2012-08-18 00:00:00
Pekao	Pekao	23974233364968295026368456	47193106262159684845503426	3107	2013-11-06 00:00:00
Pekao	Nordea	20654177524239055734294299	01346774756179711605064587	2255	2014-08-15 00:00:00
Pekao	Pekao	23264550641565914940460871	38468599405915291701401596	3051	2012-09-04 00:00:00
Bzwbk	Bzwbk	74533821660556608557875528	67379621159710936202447929	1938	2012-09-02 00:00:00
Bzwbk	Ing	85999051489633451113474124	03204402351697584576780967	4683	2011-01-08 00:00:00
Ing	Nordea	59018659294346109342485394	67232463422339483901296816	1339	2011-01-28 00:00:00
Ing	Ing	57737230779607128759585463	71613262167841086042041770	1137	2013-05-23 00:00:00
Bzwbk	Nordea	65712745136360754493396150	33209326964541968597722862	2182	2014-06-18 00:00:00
Pekao	Bzwbk	72795623121431000190836012	72103365442799188470656226	982	2013-12-23 00:00:00
Ing	Ing	29456828011877766832080423	05259766459858601665938803	1511	2015-03-27 00:00:00
Nordea	Bzwbk	46390328654231031782469737	64773558200695209563349961	2412	2011-09-02 00:00:00
Pekao	Bzwbk	05766526809196589257203740	94147022434340783993778597	1621	2011-02-01 00:00:00
Ing	Ing	39010256743389621457493637	13266509824141840496030461	3343	2012-02-15 00:00:00
Ing	Ing	96363720230882904809490997	77738042024604105195130266	2743	2013-08-21 00:00:00
Bzwbk	Bzwbk	19054660539503526677583390	35364613330600436765825146	2433	2014-12-02 00:00:00
