Pekao	Pekao	23974233364968295026368456	47193106262159684845503426	3107	2013-11-06 00:00:00
Nordea	Pekao	20654177524239055734294299	01346774756179711605064587	2255	2014-08-15 00:00:00
Pekao	Pekao	23264550641565914940460871	38468599405915291701401596	3051	2012-09-04 00:00:00
Bzwbk	Pekao	72795623121431000190836012	72103365442799188470656226	982	2013-12-23 00:00:00
Bzwbk	Pekao	05766526809196589257203740	94147022434340783993778597	1621	2011-02-01 00:00:00
Pekao	Pekao	23974233364968295026368456	47193106262159684845503426	3107	2013-11-06 00:00:00
Nordea	Pekao	20654177524239055734294299	01346774756179711605064587	2255	2014-08-15 00:00:00
Pekao	Pekao	23264550641565914940460871	38468599405915291701401596	3051	2012-09-04 00:00:00
Bzwbk	Pekao	72795623121431000190836012	72103365442799188470656226	982	2013-12-23 00:00:00
Bzwbk	Pekao	05766526809196589257203740	94147022434340783993778597	1621	2011-02-01 00:00:00
Ing	Pekao	97798151768981253533624437	44167629737832588108755015	4191	2014-12-17 00:00:00
Nordea	Pekao	54173405730464648173810739	12074482095322025009314418	2366	2010-11-16 00:00:00
Nordea	Pekao	12434343850866436858526697	35975563606619882641439885	862	2013-09-16 00:00:00
Bzwbk	Pekao	28439604282102888150254263	25516366837452930679674830	4507	2011-07-14 00:00:00
Ing	Pekao	02641764580295444135219575	66417851531856884494842397	3770	2015-04-28 00:00:00
Pekao	Pekao	04447745538333165027519132	74454926667356993437129386	2811	2012-02-03 00:00:00
Nordea	Pekao	39852140900891674924685858	50550786867141169825465544	2913	2013-04-05 00:00:00
Bzwbk	Pekao	94865649077544133862236594	85435049678286210795048175	4834	2014-10-07 00:00:00
Nordea	Pekao	38582708857270473519091386	34472502100864883534255646	4564	2013-08-12 00:00:00
Bzwbk	Pekao	70457225256685270018595873	18152773990810537558479575	3004	2010-07-19 00:00:00
Pekao	Pekao	03746831447388562729032292	99385867691439791892799078	4225	2012-09-16 00:00:00
Nordea	Pekao	57528878020950932866524478	75819972613079946850597145	4198	2012-08-28 00:00:00
Bzwbk	Pekao	15558232748613266161409714	09313435540992662843256275	760	2015-07-06 00:00:00
Bzwbk	Pekao	14544365141396117858492303	75438178206732621713864460	3973	2013-01-03 00:00:00
Ing	Pekao	42314895750098436210636793	21077601339360484141425400	4474	2011-08-28 00:00:00
Bzwbk	Pekao	41202125053910976340395953	13532051230195045023330493	2614	2010-10-09 00:00:00
Bzwbk	Pekao	40285209462073770743911243	24418777945306796419944740	1180	2010-09-26 00:00:00
Ing	Pekao	32827288925959815786781561	04947910534283818454868442	4526	2011-10-13 00:00:00
Nordea	Pekao	02166463425954957736711943	17192027120230393022015622	4910	2011-03-13 00:00:00
Bzwbk	Pekao	44614606616262893867931013	70244616843982276942991004	490	2015-04-06 00:00:00
Bzwbk	Pekao	16136918042700944530451615	93891496007070632342310564	3348	2013-09-23 00:00:00
